id,postid,ticker,text,target_context,label,label_pred,score_pred,bucket,notes,label2
47,35482944,BUMI,"📊 Update Signal

$BULL
CP : 452
Support 1: 442
Support 2: 426
Support 3 / CL <: 414
Resist 1: 470
Resist 2: 490
Arah Trend : ⏩ Sideways bias naik
Validasi Teknis : Konsolidasi Sehat

$BUMI
CP : 208
Support 1: 202
Support 2: 196
Support 3 / CL <: 190
Resist 1: 216
Resist 2: 220
Arah Trend : 💹 Uptrend extreme high risk
Validasi Teknis : Breakout Valid

$COCO
CP : 136
Support 1: 130
Support 2: 124
Support 3 / CL <: 118
Resist 1: 142
Resist 2: 160
Arah Trend : 💹 Uptrend
Validasi Teknis : Bullish Bias

BULL masih sideways bias naik dengan konsolidasi sehat, jadi menurut saya 442–426 lebih menarik buat lihat reaksi daripada maksa ngejar 470. Fundamentalnya masih cukup lumayan karena laba, ROE dan arus kas bebas masih positif, jadi kalau 470 berhasil direbut baru 490 lebih terbuka, sementara di bawah 414 struktur konsolidasinya gagal. BUMI jauh lebih agresif karena uptrend ekstrem dengan breakout valid, tapi pergerakannya tetap perlu dikonfirmasi karena posisi sudah cukup panas. Area 202–196 wajib dijaga, 216 perlu dilewati sebelum 220 dan di bawah 190 struktur mulai rusak; arus kas bebasnya masih positif tapi valuasinya sudah cukup tinggi jadi tetap pakai disiplin level. COCO masih uptrend dengan bullish bias, cuma fundamentalnya masih berat dari EPS, ROE, arus kas sampai utang. Jadi 130–124 wajib bertahan, 142 perlu direbut dulu sebelum 160 dan di bawah 118 mulai gak menarik.

Ini hanya membantu yang sudah pegang posisi dan ingin BEP / tidak CL dalam / TP tipis.
Disarankan ambil TP1 untuk yang punya barang di bawah, guna amankan modal.
Bukan ajakan jual/beli. DYOR sesuai profil risiko masing-masing.
CMIIW",cp 208 support 1 202 support 2 196 support 3 cl 190 resist 1 216 resist 2 220 arah trend uptrend extreme high risk validasi teknis breakout valid,bullish,bullish,1.0,bull_bear,repost signal uptrend,
48,35483046,ANTM,"$ANTM pasukan merah ada dikiri semua,apakah peremasan akan mulai bersinar lgi 🤪",pasukan merah ada dikiri semua apakah peremasan akan mulai bersinar lgi,bearish,bearish,-1.0,bull_bear,,
49,35484247,BUMI,"$BUMI hari ini gabanyak ngarep, tp tolong ya senin tu loncat gitu, konon batu bara lagi happening lah ini mah nyisir mulu 😓🤓",hari ini gabanyak ngarep tp tolong ya senin tu loncat gitu konon batu bara lagi happening lah ini mah nyisir mulu,bullish,neutral,0.0,no_hit,harap senin loncat,bullish
50,35484296,BBRI,"$CUAN $DSSA $BBRI
 
kalau gua all in cuan tanpa mikir 🔥🚀",kalau gua all in cuan tanpa mikir,neutral,bullish,1.0,bull_bear,pujian 'cuan' milik $CUAN — bocor ke segmen $BBRI (kasih tag terakhir),
51,35484484,BUMI,"$CUAN $DSSA $BUMI

kebanyakan mikir naik duluan cuan 😂",kebanyakan mikir naik duluan cuan,neutral,bullish,1.0,bull_bear,sama: bocor antar-cashtag,
52,35484844,BBRI,"$INET GACOR 
GABUNG GUYS

$IHSG $BBRI",,neutral,neutral,0.0,bull_bear,,bullish
53,35485456,BBRI,"Sudah 2 hari asing net buy, hari ini sesi 1 asing net buy lagi.
Emang intinya main di saham2 yang asingnya ngumpulin aja, asing jangan sampe ketinggalan kereta kali ini semuanya naik tapi saham kamu stagnan 😆. Cek pergerakan asing di idx radar.

 $BBRI 
 $UNVR 
 $ASII",sudah 2 hari asing net buy hari ini sesi 1 asing net buy lagi emang intinya main di saham2 yang asingnya ngumpulin aja asing jangan sampe ketinggalan kereta kali ini semuanya naik tapi saham kamu stagnan cek pergerakan asing di idx radar,bullish,bullish,1.0,bull_bear,,
54,35486114,BUMI,$BUMI september berdarah-Darah,september berdarah darah,bearish,neutral,0.0,no_hit,september berdarah,bearish
55,35486131,BUMI,$BUMI 208...210..gitu aja biar keliatan ada aktivitas nya,208 210 gitu aja biar keliatan ada aktivitas nya,neutral,neutral,0.0,no_hit,,neutral
56,35486281,BMRI,"🚢 $BULL Bangkit dari Titik Sulit, tetapi Luka dari Kreditur Lama Belum Sepenuhnya Hilang

Request member External Community Pintar Nyangkut di Telegram dengan Kode External Community A38138 https://stockbit.com/post/13223345

Bisa dibilang, kreditor lama BULL itu kejam dan dzalim. Karena mereka menganiaya BULL di titik terendah. Segala jaminan sudah diberikan, endingnya kapal mereka disita dan dijual kreditor lama. Untung aja BULL ndak sampai bangkrut dan bisa bangkit lagi. Dari LK Q2 2026, fakta yang bisa dipastikan adalah BULL pernah gagal memenuhi ketentuan pinjaman, kapal yang menjadi jaminan kemudian dijual oleh kreditur, dan sampai sekarang masih ada selisih hasil penjualan kapal yang belum bisa direkonsiliasi secara independen. Upgrade skill https://cutt.ly/Ve3nZHZf

🚀 Revenue H1 2026 US$128,73 juta, naik 84,02%

💰 Laba bersih US$58,41 juta, naik 739,45%

⚙️ Core net profit sekitar US$51,55 juta

🚰 Cash Flow from Operations (CFO) US$31,70 juta

🏦 Total utang berbunga sekitar US$156,19 juta

💵 Kas sekitar US$18,84 juta

🕳️ Defisit modal kerja sekitar US$6,75 juta

🧾 Piutang rekonsiliasi lama sekitar US$7,97 juta


🧨 Krisis Lama Membentuk Cara BULL Berutang Sekarang

PT Buana Lintas Lautan Tbk (BULL) hari ini seperti perusahaan yang sudah berhasil keluar dari ruang perawatan, tetapi bank tetap meminta pengaman ekstra sebelum meminjamkan uang. Itu cukup masuk akal kalau melihat sejarahnya.

Ketika pandemi menghantam industri pelayaran, BULL mengalami masalah pembayaran kepada sejumlah kreditur non-bank asing. Kapal-kapal yang menjadi agunan akhirnya dilepas untuk melunasi kewajiban tersebut.

Pengalaman itu tampaknya meninggalkan jejak pada struktur pembiayaan BULL sekarang. Perusahaan masih bisa memperoleh kredit dari bank lokal, tetapi fasilitasnya disertai jaminan kapal, assignment atas pendapatan, saham, tanah, corporate guarantee dan pada beberapa fasilitas dukungan dari pihak yang berhubungan dengan pemegang saham utama.

Jadi masalah BULL sekarang bukan tidak ada yang mau memberi utang. Kredit tetap tersedia, hanya saja pemberi dana meminta lapisan proteksi yang cukup banyak. Upgrade skill https://cutt.ly/Ve3nZHZf

🏦 Yang Sekarang Membiayai BULL

Struktur kredit BULL tersebar pada beberapa bank dan lembaga pembiayaan.

🏦 Bank Mandiri $BMRI 

🏦 Bank Sinarmas

🏦 Bank Panin $PNBN 

🏦 Bank Woori Saudara

🏦 Bank Oke Indonesia

🏦 Bank MNC Internasional

🌍 Ocean Investments Partners FZCO


Pinjaman dalam Dolar AS membawa bunga sekitar 7,4% sampai 12%, sementara pinjaman Rupiah berada sekitar 9% sampai 11,5%. Untuk bisnis kapal yang membutuhkan modal besar, angka tersebut membuat kualitas arus kas menjadi sangat penting.

Interest coverage BULL masih sekitar 7,69x, sehingga laba operasi saat ini masih mempunyai bantalan terhadap biaya bunga. Persoalannya, laba operasinya sedang berada pada level yang sangat tinggi. Kalau earning power turun sementara utang tetap, bantalan tersebut ikut mengecil. Upgrade skill https://cutt.ly/Ve3nZHZf

🔐 Jaminannya Tidak Cuma Kapal

Pada pembiayaan maritim, menjadikan kapal dan asuransinya sebagai agunan memang normal. Yang membuat BULL menarik adalah adanya beberapa lapisan jaminan tambahan.

Pada fasilitas tertentu terdapat gadai saham BULL milik pemegang saham utama, tanah dan bangunan, corporate guarantee serta dukungan pihak berelasi.

Ada pula assignment of earnings. Mekanismenya membuat pendapatan sewa kapal tertentu menjadi bagian dari security package kreditur.

Secara sederhana, bank tidak hanya melihat harga kapal. Bank juga ingin mempunyai akses terhadap sumber pembayaran pinjaman kalau kondisi perusahaan kembali melemah.

⚓ Kronologi Luka dengan Kreditur Lama

🦠 Pada periode pandemi BULL mengalami masalah pemenuhan kewajiban pinjaman.

🚢 Kapal yang menjadi agunan kemudian dijual oleh sejumlah kreditur non-bank.

💰 Nilai hasil penjualan kapal sekitar US$55,16 juta.

🧾 Kewajiban terkait sekitar US$45,23 juta.

🔄 Setelah berbagai rekonsiliasi, BULL masih mencatat sekitar US$7,97 juta sebagai piutang dalam rekonsiliasi.

🔍 Auditor belum mendapatkan bukti eksternal yang cukup untuk memastikan saldo tersebut.

📚 Masalah inilah yang terus memengaruhi opini auditor sampai LK Q2 2026.


Yang perlu dibedakan adalah tidak adanya konfirmasi auditor bukan otomatis bukti bahwa uang tersebut digelapkan atau kreditur melakukan pelanggaran. Yang dapat dikatakan dari laporan adalah auditor belum mempunyai bukti yang cukup untuk memverifikasi saldo tersebut.

🧾 US$7,97 Juta Bukan Nominal yang Bisa Diabaikan

Piutang rekonsiliasi US$7,97 juta setara sekitar 13,6% laba bersih H1 2026.

Kalau suatu saat seluruhnya tidak dapat dipulihkan, dampak nominalnya memang material. Tetapi laba semester ini sebesar US$58,41 juta masih jauh lebih besar daripada saldo tersebut.

Masalah yang lebih berat justru bersifat kualitatif. Selama saldo itu belum dapat direkonsiliasi, investor masih mempunyai satu tanda tanya yang terus menempel pada laporan keuangan BULL.

🚀 Ironisnya, Perusahaan yang Dulu Kesulitan Sekarang Labanya Meledak

Revenue H1 2026 naik sekitar 84,02%, sedangkan laba bersih melonjak sekitar 739,45%.

Gross Profit Margin (GPM) mencapai sekitar 51,31%. Bahkan setelah keuntungan pembelian murah dan keuntungan selisih kurs dikeluarkan secara sederhana, core net profit masih sekitar US$51,55 juta.

Jadi turnaround BULL bukan sekadar kosmetik akuntansi. Bisnis kapal yang sedang dijalankan memang menghasilkan margin jauh lebih tebal dibanding tahun sebelumnya.

Defisit modal kerja juga berubah dari sekitar US$55,11 juta pada akhir 2025 menjadi hanya US$6,75 juta pada Juni 2026.

Perbaikannya besar. Namun belum selesai karena aset lancar US$82,36 juta masih sedikit di bawah liabilitas jangka pendek US$89,11 juta. Upgrade skill https://cutt.ly/Ve3nZHZf

💧 Laba Besar Belum Berarti Kas BULL Berlimpah

Di sinilah kondisi BULL menjadi unik.

Laba bersih H1 sekitar US$58,41 juta, tetapi CFO hanya US$31,70 juta. Sekitar US$8,72 juta kas terserap kenaikan piutang dan sekitar US$5,86 juta masuk ke persediaan.

Kemudian sekitar US$19,16 juta digunakan untuk aset tetap dan US$12,43 juta untuk uang muka kapal.

Praktis seluruh CFO langsung diputar kembali untuk ekspansi armada.

Jadi perusahaan memang sedang menghasilkan uang, tetapi uang tersebut belum sempat santai di rekening.

🛳️ Setelah Untung Besar, BULL Malah Tambah Utang Lagi

Setelah 30 Juni 2026, ekspansi dilanjutkan.

💳 Bank Oke memberikan fasilitas sekitar Rp150 miliar dengan tenor sangat pendek.

🌍 Ocean Investments Partners memberikan pembiayaan sekitar US$27,15 juta dengan bunga sekitar 8%.

🚢 Dana tersebut berkaitan dengan pembelian dan pengembangan armada.

🔄 Strateginya menggabungkan laba operasi, CFO dan utang baru untuk memperbesar earning assets.


Karena itu menyebut seluruh refinancing sebagai sekadar gali lubang tutup lubang juga kurang lengkap. Sebagian pembiayaan memang digunakan untuk mengganti atau menopang struktur kewajiban, tetapi sebagian lain jelas diarahkan untuk membeli kapal yang diharapkan menghasilkan revenue baru.

Perbedaan keduanya penting. Utang untuk menutup kerugian lama mempunyai karakter berbeda dengan utang untuk membeli aset produktif.

🌍 Pelanggan Baru Justru Menjadi Mesin yang Membiayai Kebangkitan

Konteks sebelumnya juga penting. Sekitar 79,19% revenue H1 2026 datang dari tiga pelanggan Free Zone Entity (FZE).

Galleon Tanker FZE menyumbang 42,17%, Solisar Freight and Transport FZE sekitar 18,97%, dan Megawave Logistics FZE sekitar 18,05%.

Jadi BULL yang dulu kehilangan kapal karena kesulitan membayar kredit sekarang mempunyai pelanggan yang menghasilkan revenue besar untuk membangun kembali armadanya.

Risikonya bergeser. Dulu persoalan utamanya kemampuan membayar kreditur. Sekarang perusahaan sudah kembali mencetak laba, tetapi konsentrasi pelanggan, leverage dan cash conversion menjadi bagian yang perlu diperhatikan.

🧮 Refinancing BULL Sekarang Lebih Mirip Taruhan terhadap Earning Power Kapal

Dengan laba bersih US$58,41 juta hanya dalam enam bulan dan interest coverage sekitar 7,69x, utang BULL hari ini jauh lebih mampu ditopang oleh laba dibanding periode krisisnya.

Tetapi kas hanya sekitar US$18,84 juta sementara total utang berbunga sekitar US$156,19 juta. Artinya keselamatan struktur tersebut sangat bergantung pada kapal terus bekerja, pelanggan membayar tepat waktu dan tarif charter tetap menghasilkan margin yang memadai.

Kalau kapal baru berhasil menghasilkan revenue tambahan, leverage membantu memperbesar laba. Kalau tarif kapal turun atau pelanggan utama mengurangi kontrak, cicilan dan bunga tidak ikut turun secepat revenue.

Itulah kenapa kisah BULL sekarang menarik. Perusahaan yang dulu kehilangan kapal kepada krediturnya justru sedang menggunakan kredit lagi untuk membeli kapal baru. Bedanya, kali ini mereka masuk dengan earning power yang jauh lebih kuat daripada ketika krisis, tetapi warisan piutang lama, konsentrasi pelanggan dan likuiditas yang masih ketat belum sepenuhnya hilang.

This is not financial advice. Ini bukan rekomendasi penasihat investasi untuk jual dan beli saham. Keputusan ada di tangan masing-masing investor. 

Untuk diskusi lebih lanjut bisa lewat External Community Pintar Nyangkut di Telegram dengan mendaftarkan diri ke External Community menggunakan kode: A38138
Link Panduan https://stockbit.com/post/13223345

Kunjungi Insight Pintar Nyangkut di sini https://cutt.ly/ne0pqmLm

Disclaimer: http://bit.ly/3RznNpU",bank sinarmas bank panin,neutral,neutral,0.0,negation,repost telegram BULL,neutral
57,35486903,BBCA,"ini ijo sendiri yg lain merah 🥰🥰

$BBCA",ini ijo sendiri yg lain merah,bullish,neutral,0.0,bull_bear,ijo sendiri — lexicon cancel (ijo+merah),bullish
58,35487670,BUMI,"$KOTA HAKA saja dek, sudah saatnya dek santai santai aja dek hahaha

$CUAN $BUMI",,neutral,neutral,0.0,no_hit,meme tag,bullish
59,35487811,ANTM,"$ASII $ANTM $BMRI, teorinya sederhana, beli saat merah dan jual saat hijau",,neutral,neutral,0.0,bull_bear,humor trading,neutral
60,35487820,BUMI,$BUMI ngga turun dulu? $DEWA udah balik ke harga minggu lalu lho...,ngga turun dulu,bearish,bearish,-1.0,negation,,
61,35488596,BBCA,"$BBRI katanya mau nurunin DPR-nya ke 60% dari sekarang 92%. Iya sih kalau ketinggian memang kurang sehat sebenarnya, kurang besar ruang geraknya untuk ekspansi. Tapi sebenarnya walaupun DPR turun, dividend yang dibayar BBRI bisa enggak turun bahkan tetap naik. Syaratnya satu, EPS harus tumbuh.

Kalau dibikin simulasi sederhana dengan EPS naik sekitar 10% tiap tahunnya, maka tahun depan BBRI dengan DPR turun ke 84% bisa tetap kasih dividen 343 per lembar. Dan kalau trennya terus berlanjut, maka tahun 2030 DPR sudah turun ke target 60%, tapi dividend yang dibayar malah naik.

Itulah kenapa dividend investing bukan cari yield yang paling tinggi, tapi cari bisnis sehat yang grow DAN bagi dividen, seperti BBRI $BMRI dan $BBCA.

https://panendividen.com/stock_picker?stock=bbri&utm_source=sb",,bullish,neutral,0.0,bull_bear,argumen dividen bisa tetap naik,neutral
62,35488874,ADRO,$ADRO tutup gap atas ya,tutup gap atas ya,bullish,neutral,0.0,no_hit,wish tutup gap atas,bullish
63,35489305,BBRI,mau beli $PPRI malah kebeli $BBRI,,neutral,neutral,0.0,no_hit,,neutral
64,35489645,BUMI,$BUMI gak berubah sama sekali 😂 sama kemarin,gak berubah sama sekali sama kemarin,neutral,neutral,0.0,no_hit,,neutral
65,35490213,BUMI,"$PPRI done ya, selamat 🤗🤗🤗🥳🥳🥳 horeee 🥳🥳🥳🥳

$BUMI $BIPI",,neutral,neutral,0.0,no_hit,,bullish
66,35490728,BUMI,"$SSTM 
🚀 SSTM MULAI PANAS! 🚀

SSTM 535 🔥
Hari ini sempat cetak 580!
📈 +10% dari penutupan sebelumnya
📊 +23% dalam 1 minggu

Grafiknya masih menunjukkan momentum positif. Volume dan pergerakan harga mulai menarik perhatian 👀

535 → 580 sudah kasih sinyal kuat buyer mulai berani masuk! 💪

Kalau mampu bertahan di area atas dan tembus 580, jangan kaget kalau SSTM lanjut bikin high baru OTW BALIK KE 1000 🚀🚀

SSTM bukan sekadar naik… MOMENTUM-NYA LAGI DIBANGUN! 🔥🔥

Bukan ajakan beli/jual. Tetap gunakan analisis dan money management.

$CUAN
$BUMI",,neutral,neutral,0.0,negation,"hype-nya SSTM, BUMI cuma tag",bullish
67,35492234,BBCA,"gasss $INET buat MENU BSJP
OTW 400
FUNDAMENTAL DATA CENTER 
GACORR NIH SAHAM

$IHSG $BBCA",,neutral,neutral,0.0,bull_bear,"hype-nya INET, BBCA cuma tag",bullish
68,35492242,BBRI,"@titusmenjang 
Aman lah.
Saham perbankan macam $BMRI $BBRI $BBNI itu paling enak buat invest trus tinggal tidur.
Kalau turun sekalipun pada akhirnya ya tetap gradual naik lagi, bukan anomali naik kenceng trus dijatuhin kalau udah ex-date dividen.",,bullish,neutral,0.0,negation,'gradual naik lagi' — lexicon cancel,bullish
69,35492334,BBCA,"$BBCA kemaren ZP udh buang,.. liat hari ini klo ZP tetep buang, apalagi klo tambah DX.. soalnya mereka yg akumulasi dari kemaren 🙏",kemaren zp udh buang liat hari ini klo zp tetep buang apalagi klo tambah dx soalnya mereka yg akumulasi dari kemaren,mixed,bullish,1.0,bull_bear,fakta buang + akumulasi,
70,35492606,BBRI,$BBRI katanya target 3400 jadi skrg waktunya sell ya anak2,katanya target 3400 jadi skrg waktunya sell ya anak2,bearish,bearish,-1.0,bull_bear,,
71,35492695,BBCA,"Kalo cuan take profit, bukan cuman take picture di $BBCA, happy cuan semuanya👍🏻
-Jumat Junam-",kalo cuan take profit bukan cuman take picture di happy cuan semuanya jumat junam,bullish,bullish,1.0,bull_bear,,
72,35493383,BUMI,$BUMI gass polll,gass polll,bullish,neutral,0.0,no_hit,hype gas,bullish
73,35493698,ANTM,$ANTM terbaik antam 🚀🚀,terbaik antam,bullish,neutral,0.0,no_hit,hype,bullish
74,35493945,BUMI,"$GTSI gak kuat naik, $BUMI sudah support 206 tinggal naik ke 400",sudah support 206 tinggal naik ke 400,bullish,bullish,1.0,negation,,
75,35494826,ADRO,"$ADRO and the gank... Lap Q2 gacor. 
Bersiap terbang minggu depan 🚀🚀🚀 #septemberceria",and the gank lap q2 gacor bersiap terbang minggu depan septemberceria,bullish,bullish,1.0,bull_bear,,
76,35495006,BUMI,$BUMI Mantaap IHSG merah dia masih hijau 👌👌,mantaap ihsg merah dia masih hijau,bullish,neutral,0.0,bull_bear,hijau saat IHSG merah — cancel (ijo+merah),bullish
77,35495294,BMRI,"$BMRI Yakin Gua ini kalo udah pada ngincer 66 pasti naik banget... Tabung aja ges sebelum cum date... yakin caer semuanya... Hold and gasss

T🌕 Th🚀 M🌕🌕N💨💨",yakin gua ini kalo udah pada ngincer 66 pasti naik banget tabung aja ges sebelum cum date yakin caer semuanya hold and gasss t th m n,bullish,bullish,1.0,bull_bear,,
78,35495663,BUMI,"$MSIN Disaat XL masuk, disitulah mereka memberi pelajaran😂😂 $IHSG $BUMI",,neutral,neutral,0.0,no_hit,meme tag,neutral
79,35496054,TLKM,"$TLKM sesuai prediksi cuma naik 10 poin,
kyak ya Senin nanti akan membentuk pola yg sama, kalo ga kyak gini iya pasti turun",sesuai prediksi cuma naik 10 poin kyak ya senin nanti akan membentuk pola yg sama kalo ga kyak gini iya pasti turun,bearish,neutral,0.0,bull_bear,"sarkas resign, pola turun",neutral
80,35496143,ADRO,"$ADRO

mmmm bagaimana kawan² apakah ini benar",mmmm bagaimana kawan apakah ini benar,neutral,neutral,0.0,no_hit,,neutral
81,35496181,BBRI,"@Avizananta berhubung $BBRI bantengnya uda keluar tanduk jadi sehasusnya 70
Persen dah aman.. jadi uda bole lah start tulis lagi 😁😁😁",avizananta berhubung bantengnya uda keluar tanduk jadi sehasusnya 70 persen dah aman jadi uda bole lah start tulis lagi,bullish,neutral,0.0,no_hit,banteng keluar tanduk — slang gak ada di lexicon,bullish
82,35496578,BBCA,"Kemana larinya e-IPO SWAP?? Koq mau dateline malah kabur?

$BBCA $BUVA $BBRI",kemana larinya e ipo swap koq mau dateline malah kabur,neutral,neutral,0.0,no_hit,komplain e-IPO,neutral
83,35500857,UNTR,"Alhamdulillah banyak banyak bersyukur yah...

Pilih cuan 100% tapi titip sendal atau cuan 20% full muatan untuk retail receh seperti kita...

happy Cuan semua member platinum dan gratisan
belajar bareng analisa smart money link ada di bio profil
Rt $ADMR $UNTR $PACK",,neutral,neutral,0.0,bull_bear,promo grup,neutral
84,35505584,ADRO,"PRABOWO PUNYA NIAT BESAR. MASALAHNYA BUKAN CUMA PROGRAM,

 TAPI SIAPA YANG MENGELILINGINYA.


Saya mencoba melihat pemerintahan Prabowo dari sisi yang berbeda.

IF (CARI AMAN)

Saya tidak melihat semua programnya sebagai sesuatu yang buruk.

Justru beberapa gagasannya sangat besar:

MBG

 Koperasi Desa/Kelurahan Merah Putih

penguatan UMKM
pembiayaan masyarakat kecil
 pembangunan ekonomi dari desa

MBG misalnya.

Program ini bukan lagi sekadar wacana.

Awal 2026,
 BGN mencatat sekitar 55,1 juta penerima manfaat dengan 19.188 SPPG. 
Bahkan per September 2026, 

target 2027 dipatok 72,46 juta penerima manfaat dengan pagu BGN sekitar Rp240,2 triliun.

Artinya?

Ini adalah mesin ekonomi yang luar biasa besar.

Uang negara masuk ke SPPG 

membeli bahan makanan
  petani

 peternak

nelayan ,

 distributor 

, tenaga kerja 

 konsumsi masyarakat.

Tetapi di sinilah masalah besarnya.

Semakin besar uang yang berputar, semakin besar pula insentif bagi manusia serakah untuk ikut bermain.

KPK sendiri pernah melakukan Corruption Risk Assessment terhadap MBG dan menemukan sejumlah risiko: potensi penyalahgunaan kewenangan, konflik kepentingan, pemborosan anggaran, serta lemahnya koordinasi dan desain tata kelola.

Jadi kritik terhadap MBG bukan berarti anti-Prabowo.

Justru kalau kita mendukung programnya
, kita harus berani meminta pengawasannya diperkuat




Lalu Kopdes Merah Putih.

Per akhir Juni 2026 tercatat 83.383 Kopdes/Kelurahan Merah Putih.

Tapi jangan salah membaca angka itu.

83 ribu bukan berarti 83 ribu koperasi sudah aktif menghasilkan laba.

Data yang sama menunjukkan baru sekitar 50.383 yang telah melaksanakan RAT, sementara 60.762 memiliki NIB.

 Artinya, ada perbedaan besar antara terdaftar secara administratif dan benar-benar menjadi koperasi yang hidup secara ekonomi.

Ini justru titik yang harus diawasi.

Karena koperasi desa bisa menjadi mesin ekonomi rakyat.

Tetapi kalau tata kelolanya buruk, ia juga bisa berubah menjadi mesin rente baru.





Dan di sinilah saya melihat persoalan pemerintahan Prabowo.

Bisa jadi masalahnya bukan pada niat Presiden.

Masalahnya adalah:

Siapa yang memberikan informasi kepada Presiden?

Siapa yang mengelola program?

Siapa yang menjadi perantara?

Siapa yang mendapatkan proyek?

Siapa yang mengendalikan distribusi?

Dan siapa yang mengawasi orang-orang tersebut?

Karena sejarah menunjukkan:

pemimpin bisa punya niat baik, 

Tetapi sistem di bawahnya tetap bisa dimanfaatkan oleh orang yang niatnya tidak baik.

Kita bahkan melihat aparat penegak hukum terus membuka perkara yang melibatkan pejabat, pengusaha, maupun jaringan bisnis.

Contohnya, 
dalam perkara restitusi pajak KPP Madya Banjarmasin, KPK menyebut adanya dugaan pemberian sekitar Rp1,5 miliar terkait pengurusan restitusi pajak. Salah satu pegawai Grup Adaro juga telah diperiksa sebagai saksi. Namun penting dicatat: KPK belum menyatakan ADRO/AADI sebagai tersangka.

Kasus GOTO

 juga menunjukkan bagaimana sebuah perusahaan besar bisa muncul dalam perkara hukum yang melibatkan pihak lain. Tetapi sekali lagi, jangan mencampuradukkan perusahaan dengan status hukum orang atau perkara tertentu.



Jadi menurut say
, istilah yang lebih tepat bukan:

“Prabowo salah.”

Tetapi:

“Prabowo harus lebih keras terhadap orang-orang di sekelilingnya.”

Karena politik itu penuh dengan manusia yang pandai tersenyum di depan pemimpin.

Ada yang benar-benar membantu.

Ada yang hanya mencari posisi.

Ada yang mencari proyek.



Dan ada pula yang mungkin melihat program negara sebagai ladang pribadi.

Serigala tidak selalu datang dengan taring.
Kadang datang dengan jas, senyum, jabatan, dan laporan yang terlihat rapi.

Kalau Prabowo benar-benar ingin meninggalkan legacy besar, tantangannya bukan hanya membuat program sebesar-besarnya.

Tantangannya adalah memastikan uang rakyat tidak bocor di tengah jalan.

MBG harus menjadi program gizi, bukan program memperkaya oknum.

Kopdes harus menjadi mesin ekonomi desa, bukan mesin rente.

Dan orang-orang yang bermain di belakang layar harus berani dibersihkan—

siapa pun orangnya.




Karena kalau niat Presiden memang untuk rakyat, maka orang pertama yang harus takut bukan rakyat.

Melainkan para “serigala berbulu domba” yang hidup dari uang dan kebijakan negara.

$AADI $ADRO $GOTO 


buat postingan panjang gini biar ga banyak comment ,karena udah puyeng sendiri baca nya


intinya gini la. lu hujat 7 hari 7 malam tuh presiden ga perduli juga . 
mending focus pada apa yang bisa kmu hasilkan.
urusan di atas serahkan yang di atas .
yang tidak pernah tidur SEDETIK PUN .
ngapain kita yang pusing",,neutral,neutral,0.0,negation,esai politik,neutral
85,35505792,ADRO,"Semoga saudara saudara yang berada di sekitar Gunung Krakatau sehat dan aman semuanya.

$IHSG $ADRO $PTRO",,neutral,neutral,0.0,bull_bear,,neutral
86,35508409,ANTM,@aiko2303 gue berharap $ANTM bisa ARB bang....biar tambh muatan 😂😂😂🥳🥳🥳,aiko2303 gue berharap bisa arb bang biar tambh muatan,bearish,bearish,-1.0,bull_bear,wish ARB utk tambah muatan,
87,35509119,BBCA,"Selamat malam teman-teman semua 🌙

Seperti biasa, update dan insight terbaru mengenai saham-saham yang sedang menarik perhatian market saat ini sudah saya share di Stockbit @owennath, silakan dicek dan dibaca ya teman-teman.

Semoga bisa menjadi tambahan referensi dan bermanfaat untuk teman-teman semua. Selamat beristirahat teman-teman! 🙏

$BBRI $BBCA $BMRI",,neutral,neutral,0.0,no_hit,promo profil,neutral
88,35509425,BBCA,"Diskon terakhir!!

gak perlu panik cuma ambil nafas...

#Dyor   $BBCA $BBRI $TINS",diskon terakhir gak perlu panik cuma ambil nafas dyor,bullish,bullish,1.0,negation,reassurance dip,
89,35511201,GOTO,"$GOTO 2000 lot aku jual 75, masa jual rugi, barang nggak busuk juga, kalau yg di beli pisang bolehlah jual rugi kalau ada tanda busuk, lah goto laba udah muncul malah di jual rugi. bertahun tahun saya buka toko baru ketemu yg model beginian, ini investasi atau apa? seharusnya kan sederhana. ada orang jual tahu goreng, kita lihat prospeknya bagus tapi sekrang masih rugi karna pembeli nya belum ramai, kita support tambahin dia modal, lah giliran udah mulai untung kita jual bagian kita dengan merugi, nggak ngerti saya.",2000 lot aku jual 75 masa jual rugi barang nggak busuk juga kalau yg di beli pisang bolehlah jual rugi kalau ada tanda busuk lah goto laba udah muncul malah di jual rugi bertahun tahun saya buka toko baru ketemu yg model beginian ini investasi atau apa seharusnya kan sederhana ada orang jual tahu goreng kita lihat prospeknya bagus tapi sekrang masih rugi karna pembeli nya belum ramai kita support tambahin dia modal lah giliran udah mulai untung kita jual bagian kita dengan merugi nggak ngerti saya,bullish,bearish,-1.0,negation,"belain GOTO (laba muncul) — 'rugi/busuk' milik kalimat lain, lexicon kebalik",
90,35511678,BBCA,$BBCA ad ad aj ni nasib king dibilang belok.. lurusin lg ndar hari ini... 🤟😁🤘,ad ad aj ni nasib king dibilang belok lurusin lg ndar hari ini,neutral,neutral,0.0,no_hit,meme,bullish
91,35513070,BBRI,"$BBRI terus kalo AK jualan kenapa? takut amat, kalo turun ya tinggal tambah muatan lah bingung amat",terus kalo ak jualan kenapa takut amat kalo turun ya tinggal tambah muatan lah bingung amat,bullish,bearish,-1.0,bull_bear,dismiss jualan + tambah muatan — lexicon kebalik,
